"","X","subject","item","Rating","Caus","Trans"
"735",735,"19","15","1","Inst","3"
"736",736,"19","16","7","Inst","5"
"737",737,"19","17","7","Aff","4"
"738",738,"19","18","6","Aff","5"
"739",739,"19","19","7","Aff","5"
"740",740,"19","20","7","Aff","5"
"741",741,"19","21","7","Aff","4"
"742",742,"19","22","7","Aff","5"
"743",743,"19","23","7","Aff","5"
"744",744,"19","24","1","Aff","5"
"745",745,"19","25","7","Loc","4"
"746",746,"19","26","1","Loc","3"
"747",747,"19","27","5","Loc","4"
"748",748,"19","28","7","Loc","3"
"749",749,"19","29","7","Loc","3"
"750",750,"19","30","7","Loc","3"
"751",751,"19","31","7","Loc","2"
"752",752,"19","32","7","Loc","3"
"753",753,"19","33","7","Poss","2"
"754",754,"19","34","7","Poss","2"
"755",755,"19","35","6","Poss","2"
"756",756,"19","36","7","Poss","1"
"757",757,"19","37","6","Poss","2"
"758",758,"19","38","7","Poss","2"
"759",759,"19","39","7","Poss","2"
"760",760,"19","40","7","Poss","1"
"761",761,"20","1","7","Phys","9"
"762",762,"20","2","7","Phys","6"
"763",763,"20","3","7","Phys","9"
"764",764,"20","4","7","Phys","6"
"765",765,"20","5","7","Phys","5"
"766",766,"20","6","7","Phys","7"
"767",767,"20","7","7","Phys","9"
"768",768,"20","8","7","Phys","5"
"769",769,"20","9","3","Inst","7"
"770",770,"20","10","7","Inst","5"
"771",771,"20","11","6","Inst","7"
"772",772,"20","12","6","Inst","5"
"773",773,"20","13","6","Inst","8"
"774",774,"20","14","4","Inst","4"
"775",775,"20","15","5","Inst","3"
"776",776,"20","16","7","Inst","5"
"777",777,"20","17","7","Aff","4"
"778",778,"20","18","7","Aff","5"
"779",779,"20","19","7","Aff","5"
"780",780,"20","20","7","Aff","5"
"781",781,"20","21","7","Aff","4"
"782",782,"20","22","7","Aff","5"
"783",783,"20","23","7","Aff","5"
"784",784,"20","24","7","Aff","5"
"785",785,"20","25","7","Loc","4"
"786",786,"20","26","7","Loc","3"
"787",787,"20","27","7","Loc","4"
"788",788,"20","28","7","Loc","3"
"789",789,"20","29","7","Loc","3"
"790",790,"20","30","7","Loc","3"
"791",791,"20","31","7","Loc","2"
"792",792,"20","32","7","Loc","3"
"793",793,"20","33","7","Poss","2"
"794",794,"20","34","7","Poss","2"
"795",795,"20","35","7","Poss","2"
"796",796,"20","36","7","Poss","1"
"797",797,"20","37","7","Poss","2"
"798",798,"20","38","7","Poss","2"
"799",799,"20","39","7","Poss","2"
"800",800,"20","40","7","Poss","1"
"801",801,"21","1","7","Phys","9"
"802",802,"21","2","6","Phys","6"
"803",803,"21","3","7","Phys","9"
"804",804,"21","4","7","Phys","6"
"805",805,"21","5","7","Phys","5"
"806",806,"21","6","7","Phys","7"
"807",807,"21","7","2","Phys","9"
"808",808,"21","8","2","Phys","5"
"809",809,"21","9","1","Inst","7"
"810",810,"21","10","7","Inst","5"
"811",811,"21","11","7","Inst","7"
"812",812,"21","12","6","Inst","5"
"813",813,"21","13","7","Inst","8"
"814",814,"21","14","3","Inst","4"
"815",815,"21","15","2","Inst","3"
"816",816,"21","16","7","Inst","5"
"817",817,"21","17","7","Aff","4"
"818",818,"21","18","7","Aff","5"
"819",819,"21","19","7","Aff","5"
"820",820,"21","20","7","Aff","5"
"821",821,"21","21","7","Aff","4"
"822",822,"21","22","7","Aff","5"
"823",823,"21","23","7","Aff","5"
"824",824,"21","24","7","Aff","5"
"825",825,"21","25","7","Loc","4"
"826",826,"21","26","7","Loc","3"
"827",827,"21","27","7","Loc","4"
"828",828,"21","28","6","Loc","3"
"829",829,"21","29","6","Loc","3"
"830",830,"21","30","7","Loc","3"
"831",831,"21","31","7","Loc","2"
"832",832,"21","32","7","Loc","3"
"833",833,"21","33","7","Poss","2"
"834",834,"21","34","7","Poss","2"
"835",835,"21","35","7","Poss","2"
"836",836,"21","36","7","Poss","1"
"837",837,"21","37","7","Poss","2"
"838",838,"21","38","7","Poss","2"
"839",839,"21","39","7","Poss","2"
"840",840,"21","40","7","Poss","1"
"841",841,"22","1","5","Phys","9"
"842",842,"22","2","6","Phys","6"
"843",843,"22","3","7","Phys","9"
"844",844,"22","4","6","Phys","6"
"845",845,"22","5","6","Phys","5"
"846",846,"22","6","5","Phys","7"
"847",847,"22","7","5","Phys","9"
"848",848,"22","8","6","Phys","5"
"849",849,"22","9","1","Inst","7"
"850",850,"22","10","6","Inst","5"
"851",851,"22","11","3","Inst","7"
"852",852,"22","12","4","Inst","5"
"853",853,"22","13","6","Inst","8"
"854",854,"22","14","1","Inst","4"
"855",855,"22","15","1","Inst","3"
"856",856,"22","16","4","Inst","5"
"857",857,"22","17","5","Aff","4"
"858",858,"22","18","7","Aff","5"
"859",859,"22","19","7","Aff","5"
"860",860,"22","20","6","Aff","5"
"861",861,"22","21","6","Aff","4"
"862",862,"22","22","5","Aff","5"
"863",863,"22","23","6","Aff","5"
"864",864,"22","24","4","Aff","5"
"865",865,"22","25","7","Loc","4"
"866",866,"22","26","5","Loc","3"
"867",867,"22","27","6","Loc","4"
"868",868,"22","28","6","Loc","3"
"869",869,"22","29","5","Loc","3"
"870",870,"22","30","6","Loc","3"
"871",871,"22","31","6","Loc","2"
"872",872,"22","32","5","Loc","3"
"873",873,"22","33","6","Poss","2"
"874",874,"22","34","6","Poss","2"
"875",875,"22","35","7","Poss","2"
"876",876,"22","36","7","Poss","1"
"877",877,"22","37","6","Poss","2"
"878",878,"22","38","5","Poss","2"
"879",879,"22","39","6","Poss","2"
"880",880,"22","40","6","Poss","1"
"881",881,"23","1","7","Phys","9"
"882",882,"23","2","7","Phys","6"
"883",883,"23","3","7","Phys","9"
"884",884,"23","4","7","Phys","6"
"885",885,"23","5","6","Phys","5"
"886",886,"23","6","7","Phys","7"
"887",887,"23","7","6","Phys","9"
"888",888,"23","8","6","Phys","5"
"889",889,"23","9","2","Inst","7"
"890",890,"23","10","4","Inst","5"
"891",891,"23","11","3","Inst","7"
"892",892,"23","12","6","Inst","5"
"893",893,"23","13","3","Inst","8"
"894",894,"23","14","3","Inst","4"
"895",895,"23","15","3","Inst","3"
"896",896,"23","16","6","Inst","5"
"897",897,"23","17","7","Aff","4"
"898",898,"23","18","6","Aff","5"
"899",899,"23","19","7","Aff","5"
"900",900,"23","20","6","Aff","5"
"901",901,"23","21","7","Aff","4"
"902",902,"23","22","6","Aff","5"
"903",903,"23","23","7","Aff","5"
"904",904,"23","24","6","Aff","5"
"905",905,"23","25","7","Loc","4"
"906",906,"23","26","6","Loc","3"
"907",907,"23","27","7","Loc","4"
"908",908,"23","28","6","Loc","3"
"909",909,"23","29","6","Loc","3"
"910",910,"23","30","6","Loc","3"
"911",911,"23","31","7","Loc","2"
"912",912,"23","32","7","Loc","3"
"913",913,"23","33","7","Poss","2"
"914",914,"23","34","6","Poss","2"
"915",915,"23","35","7","Poss","2"
"916",916,"23","36","6","Poss","1"
"917",917,"23","37","6","Poss","2"
"918",918,"23","38","7","Poss","2"
"919",919,"23","39","6","Poss","2"
"920",920,"23","40","7","Poss","1"
"921",921,"24","1","7","Phys","9"
"922",922,"24","2","7","Phys","6"
"923",923,"24","3","7","Phys","9"
"924",924,"24","4","7","Phys","6"
"925",925,"24","5","5","Phys","5"
"926",926,"24","6","6","Phys","7"
"927",927,"24","7","6","Phys","9"
"928",928,"24","8","6","Phys","5"
"929",929,"24","9","1","Inst","7"
"930",930,"24","10","5","Inst","5"
"931",931,"24","11","4","Inst","7"
"932",932,"24","12","1","Inst","5"
"933",933,"24","13","4","Inst","8"
"934",934,"24","14","1","Inst","4"
"935",935,"24","15","1","Inst","3"
"936",936,"24","16","2","Inst","5"
"937",937,"24","17","4","Aff","4"
"938",938,"24","18","6","Aff","5"
"939",939,"24","19","7","Aff","5"
"940",940,"24","20","4","Aff","5"
"941",941,"24","21","7","Aff","4"
"942",942,"24","22","6","Aff","5"
"943",943,"24","23","4","Aff","5"
"944",944,"24","24","2","Aff","5"
"945",945,"24","25","7","Loc","4"
"946",946,"24","26","6","Loc","3"
"947",947,"24","27","6","Loc","4"
"948",948,"24","28","7","Loc","3"
"949",949,"24","29","7","Loc","3"
"950",950,"24","30","7","Loc","3"
"951",951,"24","31","7","Loc","2"
"952",952,"24","32","7","Loc","3"
"953",953,"24","33","7","Poss","2"
"954",954,"24","34","7","Poss","2"
"955",955,"24","35","7","Poss","2"
"956",956,"24","36","7","Poss","1"
"957",957,"24","37","7","Poss","2"
"958",958,"24","38","7","Poss","2"
"959",959,"24","39","7","Poss","2"
"960",960,"24","40","7","Poss","1"
"961",961,"25","1","6","Phys","9"
"962",962,"25","2","5","Phys","6"
"963",963,"25","3","5","Phys","9"
"964",964,"25","4","6","Phys","6"
"965",965,"25","5","5","Phys","5"
"966",966,"25","6","4","Phys","7"
"967",967,"25","7","6","Phys","9"
"968",968,"25","8","5","Phys","5"
"969",969,"25","9","1","Inst","7"
"970",970,"25","10","4","Inst","5"
"971",971,"25","11","4","Inst","7"
"972",972,"25","12","5","Inst","5"
"973",973,"25","13","4","Inst","8"
"974",974,"25","14","2","Inst","4"
"975",975,"25","15","1","Inst","3"
"976",976,"25","16","7","Inst","5"
"977",977,"25","17","7","Aff","4"
"978",978,"25","18","4","Aff","5"
"979",979,"25","19","6","Aff","5"
"980",980,"25","20","6","Aff","5"
"981",981,"25","21","5","Aff","4"
"982",982,"25","22","6","Aff","5"
"983",983,"25","23","6","Aff","5"
"984",984,"25","24","7","Aff","5"
"985",985,"25","25","7","Loc","4"
"986",986,"25","26","5","Loc","3"
"987",987,"25","27","6","Loc","4"
"988",988,"25","28","5","Loc","3"
"989",989,"25","29","6","Loc","3"
"990",990,"25","30","7","Loc","3"
"991",991,"25","31","7","Loc","2"
"992",992,"25","32","6","Loc","3"
"993",993,"25","33","6","Poss","2"
"994",994,"25","34","5","Poss","2"
"995",995,"25","35","6","Poss","2"
"996",996,"25","36","6","Poss","1"
"997",997,"25","37","6","Poss","2"
"998",998,"25","38","7","Poss","2"
"999",999,"25","39","5","Poss","2"
"1000",1000,"25","40","6","Poss","1"
"1001",1001,"26","1","7","Phys","9"
"1002",1002,"26","2","6","Phys","6"
"1003",1003,"26","3","7","Phys","9"
"1004",1004,"26","4","7","Phys","6"
"1005",1005,"26","5","7","Phys","5"
"1006",1006,"26","6","7","Phys","7"
"1007",1007,"26","7","7","Phys","9"
"1008",1008,"26","8","7","Phys","5"
"1009",1009,"26","9","7","Inst","7"
"1010",1010,"26","10","6","Inst","5"
"1011",1011,"26","11","5","Inst","7"
"1012",1012,"26","12","6","Inst","5"
"1013",1013,"26","13","7","Inst","8"
"1014",1014,"26","14","5","Inst","4"
"1015",1015,"26","15","5","Inst","3"
"1016",1016,"26","16","7","Inst","5"
"1017",1017,"26","17","7","Aff","4"
"1018",1018,"26","18","7","Aff","5"
"1019",1019,"26","19","7","Aff","5"
"1020",1020,"26","20","7","Aff","5"
"1021",1021,"26","21","7","Aff","4"
"1022",1022,"26","22","7","Aff","5"
"1023",1023,"26","23","7","Aff","5"
"1024",1024,"26","24","7","Aff","5"
"1025",1025,"26","25","7","Loc","4"
"1026",1026,"26","26","6","Loc","3"
"1027",1027,"26","27","7","Loc","4"
"1028",1028,"26","28","7","Loc","3"
"1029",1029,"26","29","7","Loc","3"
"1030",1030,"26","30","7","Loc","3"
"1031",1031,"26","31","7","Loc","2"
"1032",1032,"26","32","7","Loc","3"
"1033",1033,"26","33","7","Poss","2"
"1034",1034,"26","34","7","Poss","2"
"1035",1035,"26","35","7","Poss","2"
"1036",1036,"26","36","7","Poss","1"
"1037",1037,"26","37","7","Poss","2"
"1038",1038,"26","38","7","Poss","2"
"1039",1039,"26","39","7","Poss","2"
"1040",1040,"26","40","7","Poss","1"
"1041",1041,"27","1","7","Phys","9"
"1042",1042,"27","2","6","Phys","6"
"1043",1043,"27","3","6","Phys","9"
"1044",1044,"27","4","7","Phys","6"
"1045",1045,"27","5","7","Phys","5"
"1046",1046,"27","6","7","Phys","7"
"1047",1047,"27","7","6","Phys","9"
"1048",1048,"27","8","6","Phys","5"
"1049",1049,"27","9","2","Inst","7"
"1050",1050,"27","10","6","Inst","5"
"1051",1051,"27","11","4","Inst","7"
"1052",1052,"27","12","3","Inst","5"
"1053",1053,"27","13","6","Inst","8"
"1054",1054,"27","14","2","Inst","4"
"1055",1055,"27","15","4","Inst","3"
"1056",1056,"27","16","6","Inst","5"
"1057",1057,"27","17","5","Aff","4"
"1058",1058,"27","18","7","Aff","5"
"1059",1059,"27","19","6","Aff","5"
"1060",1060,"27","20","7","Aff","5"
"1061",1061,"27","21","7","Aff","4"
"1062",1062,"27","22","6","Aff","5"
"1063",1063,"27","23","6","Aff","5"
"1064",1064,"27","24","5","Aff","5"
"1065",1065,"27","25","7","Loc","4"
"1066",1066,"27","26","7","Loc","3"
"1067",1067,"27","27","7","Loc","4"
"1068",1068,"27","28","7","Loc","3"
"1069",1069,"27","29","7","Loc","3"
"1070",1070,"27","30","7","Loc","3"
"1071",1071,"27","31","6","Loc","2"
"1072",1072,"27","32","7","Loc","3"
"1073",1073,"27","33","7","Poss","2"
"1074",1074,"27","34","6","Poss","2"
"1075",1075,"27","35","6","Poss","2"
"1076",1076,"27","36","7","Poss","1"
"1077",1077,"27","37","5","Poss","2"
"1078",1078,"27","38","7","Poss","2"
"1079",1079,"27","39","7","Poss","2"
"1080",1080,"27","40","7","Poss","1"
"1081",1081,"28","1","7","Phys","9"
"1082",1082,"28","2","4","Phys","6"
"1083",1083,"28","3","5","Phys","9"
"1084",1084,"28","4","3","Phys","6"
"1085",1085,"28","5","5","Phys","5"
"1086",1086,"28","6","1","Phys","7"
"1087",1087,"28","7","7","Phys","9"
"1088",1088,"28","8","3","Phys","5"
"1089",1089,"28","9","1","Inst","7"
"1090",1090,"28","10","1","Inst","5"
"1091",1091,"28","11","1","Inst","7"
"1092",1092,"28","12","4","Inst","5"
"1093",1093,"28","13","7","Inst","8"
"1094",1094,"28","14","1","Inst","4"
"1095",1095,"28","15","3","Inst","3"
"1096",1096,"28","16","5","Inst","5"
"1097",1097,"28","17","2","Aff","4"
"1098",1098,"28","18","7","Aff","5"
"1099",1099,"28","19","5","Aff","5"
"1100",1100,"28","20","1","Aff","5"
"1101",1101,"28","21","7","Aff","4"
"1102",1102,"28","22","7","Aff","5"
"1103",1103,"28","23","7","Aff","5"
"1104",1104,"28","24","7","Aff","5"
"1105",1105,"28","25","7","Loc","4"
"1106",1106,"28","26","3","Loc","3"
"1107",1107,"28","27","3","Loc","4"
"1108",1108,"28","28","1","Loc","3"
"1109",1109,"28","29","6","Loc","3"
"1110",1110,"28","30","6","Loc","3"
"1111",1111,"28","31","1","Loc","2"
"1112",1112,"28","32","5","Loc","3"
"1113",1113,"28","33","7","Poss","2"
"1114",1114,"28","34","5","Poss","2"
"1115",1115,"28","35","2","Poss","2"
"1116",1116,"28","36","7","Poss","1"
"1117",1117,"28","37","7","Poss","2"
"1118",1118,"28","38","5","Poss","2"
"1119",1119,"28","39","7","Poss","2"
"1120",1120,"28","40","6","Poss","1"
"1121",1121,"29","1","7","Phys","9"
"1122",1122,"29","2","7","Phys","6"
"1123",1123,"29","3","7","Phys","9"
"1124",1124,"29","4","7","Phys","6"
"1125",1125,"29","5","7","Phys","5"
"1126",1126,"29","6","7","Phys","7"
"1127",1127,"29","7","7","Phys","9"
"1128",1128,"29","8","7","Phys","5"
"1129",1129,"29","9","4","Inst","7"
"1130",1130,"29","10","7","Inst","5"
"1131",1131,"29","11","7","Inst","7"
"1132",1132,"29","12","7","Inst","5"
"1133",1133,"29","13","7","Inst","8"
"1134",1134,"29","14","7","Inst","4"
"1135",1135,"29","15","7","Inst","3"
"1136",1136,"29","16","7","Inst","5"
"1137",1137,"29","17","7","Aff","4"
"1138",1138,"29","18","7","Aff","5"
"1139",1139,"29","19","7","Aff","5"
"1140",1140,"29","20","7","Aff","5"
"1141",1141,"29","21","7","Aff","4"
"1142",1142,"29","22","7","Aff","5"
"1143",1143,"29","23","7","Aff","5"
"1144",1144,"29","24","7","Aff","5"
"1145",1145,"29","25","7","Loc","4"
"1146",1146,"29","26","7","Loc","3"
"1147",1147,"29","27","7","Loc","4"
"1148",1148,"29","28","7","Loc","3"
"1149",1149,"29","29","7","Loc","3"
"1150",1150,"29","30","7","Loc","3"
"1151",1151,"29","31","7","Loc","2"
"1152",1152,"29","32","7","Loc","3"
"1153",1153,"29","33","7","Poss","2"
"1154",1154,"29","34","7","Poss","2"
"1155",1155,"29","35","7","Poss","2"
"1156",1156,"29","36","7","Poss","1"
"1157",1157,"29","37","7","Poss","2"
"1158",1158,"29","38","7","Poss","2"
"1159",1159,"29","39","7","Poss","2"
"1160",1160,"29","40","7","Poss","1"
"1161",1161,"30","1","6","Phys","9"
"1162",1162,"30","2","7","Phys","6"
"1163",1163,"30","3","7","Phys","9"
"1164",1164,"30","4","7","Phys","6"
"1165",1165,"30","5","7","Phys","5"
"1166",1166,"30","6","7","Phys","7"
"1167",1167,"30","7","7","Phys","9"
"1168",1168,"30","8","6","Phys","5"
"1169",1169,"30","9","5","Inst","7"
"1170",1170,"30","10","7","Inst","5"
"1171",1171,"30","11","7","Inst","7"
"1172",1172,"30","12","7","Inst","5"
"1173",1173,"30","13","6","Inst","8"
"1174",1174,"30","14","7","Inst","4"
"1175",1175,"30","15","3","Inst","3"
"1176",1176,"30","16","6","Inst","5"
"1177",1177,"30","17","7","Aff","4"
"1178",1178,"30","18","5","Aff","5"
"1179",1179,"30","19","7","Aff","5"
"1180",1180,"30","20","7","Aff","5"
"1181",1181,"30","21","7","Aff","4"
"1182",1182,"30","22","7","Aff","5"
"1183",1183,"30","23","7","Aff","5"
"1184",1184,"30","24","7","Aff","5"
"1185",1185,"30","25","7","Loc","4"
"1186",1186,"30","26","7","Loc","3"
"1187",1187,"30","27","7","Loc","4"
"1188",1188,"30","28","5","Loc","3"
"1189",1189,"30","29","7","Loc","3"
"1190",1190,"30","30","7","Loc","3"
"1191",1191,"30","31","6","Loc","2"
"1192",1192,"30","32","7","Loc","3"
"1193",1193,"30","33","7","Poss","2"
"1194",1194,"30","34","7","Poss","2"
"1195",1195,"30","35","7","Poss","2"
"1196",1196,"30","36","7","Poss","1"
"1197",1197,"30","37","5","Poss","2"
"1198",1198,"30","38","7","Poss","2"
"1199",1199,"30","39","7","Poss","2"
"1200",1200,"30","40","7","Poss","1"
"1201",1201,"31","1","3","Phys","9"
"1202",1202,"31","2","3","Phys","6"
"1203",1203,"31","3","3","Phys","9"
"1204",1204,"31","4","4","Phys","6"
"1205",1205,"31","5","4","Phys","5"
"1206",1206,"31","6","7","Phys","7"
"1207",1207,"31","7","4","Phys","9"
"1208",1208,"31","8","6","Phys","5"
"1209",1209,"31","9","1","Inst","7"
"1210",1210,"31","10","2","Inst","5"
"1211",1211,"31","11","2","Inst","7"
"1212",1212,"31","12","2","Inst","5"
"1213",1213,"31","13","2","Inst","8"
"1214",1214,"31","14","4","Inst","4"
"1215",1215,"31","15","2","Inst","3"
"1216",1216,"31","16","2","Inst","5"
"1217",1217,"31","17","7","Aff","4"
"1218",1218,"31","18","7","Aff","5"
"1219",1219,"31","19","3","Aff","5"
"1220",1220,"31","20","5","Aff","5"
"1221",1221,"31","21","4","Aff","4"
"1222",1222,"31","22","5","Aff","5"
"1223",1223,"31","23","4","Aff","5"
"1224",1224,"31","24","5","Aff","5"
"1225",1225,"31","25","7","Loc","4"
"1226",1226,"31","26","1","Loc","3"
"1227",1227,"31","27","7","Loc","4"
"1228",1228,"31","28","7","Loc","3"
"1229",1229,"31","29","7","Loc","3"
"1230",1230,"31","30","7","Loc","3"
"1231",1231,"31","31","7","Loc","2"
"1232",1232,"31","32","7","Loc","3"
"1233",1233,"31","33","7","Poss","2"
"1234",1234,"31","34","7","Poss","2"
"1235",1235,"31","35","7","Poss","2"
"1236",1236,"31","36","7","Poss","1"
"1237",1237,"31","37","7","Poss","2"
"1238",1238,"31","38","7","Poss","2"
"1239",1239,"31","39","7","Poss","2"
"1240",1240,"31","40","6","Poss","1"
"1241",1241,"32","1","7","Phys","9"
"1242",1242,"32","2","6","Phys","6"
"1243",1243,"32","3","5","Phys","9"
"1244",1244,"32","4","7","Phys","6"
"1245",1245,"32","5","4","Phys","5"
"1246",1246,"32","6","6","Phys","7"
"1247",1247,"32","7","5","Phys","9"
"1248",1248,"32","8","5","Phys","5"
"1249",1249,"32","9","1","Inst","7"
"1250",1250,"32","10","6","Inst","5"
"1251",1251,"32","11","1","Inst","7"
"1252",1252,"32","12","2","Inst","5"
"1253",1253,"32","13","2","Inst","8"
"1254",1254,"32","14","1","Inst","4"
"1255",1255,"32","15","2","Inst","3"
"1256",1256,"32","16","4","Inst","5"
"1257",1257,"32","17","4","Aff","4"
"1258",1258,"32","18","6","Aff","5"
"1259",1259,"32","19","6","Aff","5"
"1260",1260,"32","20","7","Aff","5"
"1261",1261,"32","21","7","Aff","4"
"1262",1262,"32","22","7","Aff","5"
"1263",1263,"32","23","2","Aff","5"
"1264",1264,"32","24","5","Aff","5"
"1265",1265,"32","25","7","Loc","4"
"1266",1266,"32","26","4","Loc","3"
"1267",1267,"32","27","6","Loc","4"
"1268",1268,"32","28","4","Loc","3"
"1269",1269,"32","29","6","Loc","3"
"1270",1270,"32","30","6","Loc","3"
"1271",1271,"32","31","7","Loc","2"
"1272",1272,"32","32","7","Loc","3"
"1273",1273,"32","33","7","Poss","2"
"1274",1274,"32","34","6","Poss","2"
"1275",1275,"32","35","6","Poss","2"
"1276",1276,"32","36","7","Poss","1"
"1277",1277,"32","37","6","Poss","2"
"1278",1278,"32","38","7","Poss","2"
"1279",1279,"32","39","7","Poss","2"
"1280",1280,"32","40","7","Poss","1"
"1281",1281,"33","1","7","Phys","9"
"1282",1282,"33","2","7","Phys","6"
"1283",1283,"33","3","7","Phys","9"
"1284",1284,"33","4","7","Phys","6"
"1285",1285,"33","5","7","Phys","5"
"1286",1286,"33","6","7","Phys","7"
"1287",1287,"33","7","5","Phys","9"
"1288",1288,"33","8","2","Phys","5"
"1289",1289,"33","9","1","Inst","7"
"1290",1290,"33","10","4","Inst","5"
"1291",1291,"33","11","2","Inst","7"
"1292",1292,"33","12","1","Inst","5"
"1293",1293,"33","13","4","Inst","8"
"1294",1294,"33","14","1","Inst","4"
"1295",1295,"33","15","1","Inst","3"
"1296",1296,"33","16","7","Inst","5"
"1297",1297,"33","17","5","Aff","4"
"1298",1298,"33","18","7","Aff","5"
"1299",1299,"33","19","7","Aff","5"
"1300",1300,"33","20","7","Aff","5"
"1301",1301,"33","21","7","Aff","4"
"1302",1302,"33","22","5","Aff","5"
"1303",1303,"33","23","7","Aff","5"
"1304",1304,"33","24","5","Aff","5"
"1305",1305,"33","25","7","Loc","4"
"1306",1306,"33","26","7","Loc","3"
"1307",1307,"33","27","7","Loc","4"
